Player Name,Position,Team,Games Played,Total Fantasy Points,Average Fantasy Points
Danny Amendola,WR,NWE,15.0,138.9,9.26
James White,RB,NWE,14.0,134.0,9.57
Chris Hogan,WR,NWE,9.0,109.6,12.18
Ben Watson,TE,BAL,16.0,137.2,8.57
O.J. Howard,TE,TAM,14.0,101.2,7.23
Ryan Fitzpatrick,QB,TAM,6.0,73.72,12.29
Albert Wilson,WR,KAN,13.0,116.0,8.92
Brandon LaFell,WR,CIN,16.0,124.8,7.8
DeVante Parker,WR,MIA,13.0,130.0,10.0
Rod Smith,RB,DAL,15.0,92.4,6.16
Jaron Brown,WR,ARI,16.0,102.7,6.42
Wayne Gallman,RB,NYG,13.0,104.9,8.07
Austin Hooper,TE,ATL,16.0,119.6,7.48
Aaron Jones,RB,GNB,12.0,80.0,6.67
Peyton Barber,RB,TAM,16.0,85.7,5.36
Ty Montgomery,WR,GNB,8.0,91.6,11.45
Charles Clay,TE,BUF,13.0,116.8,8.98
Mike Gillislee,RB,NWE,9.0,68.8,7.64
Adam Humphries,WR,TAM,16.0,128.7,8.04
Brock Osweiler,QB,DEN,6.0,63.92,10.65
Adrian Peterson,RB,2TM,10.0,78.9,7.89
Emmanuel Sanders,WR,DEN,12.0,114.5,9.54
Kenny Golladay,WR,DET,11.0,94.6,8.6
Doug Martin,RB,TAM,11.0,74.0,6.73
Deonte Thompson,WR,2TM,16.0,105.0,6.56
Kendall Wright,WR,CHI,16.0,126.4,7.9
Alfred Morris,RB,DAL,14.0,72.2,5.16
JJ Nelson,WR,ARI,16.0,93.5,5.84
Brian Hoyer,QB,2TM,11.0,63.88,5.81
Chris Ivory,RB,JAX,14.0,84.7,6.05
George Kittle,TE,SFO,15.0,106.5,7.1
Marcedes Lewis,TE,JAX,16.0,85.8,5.36
J.D. McKissic,RB,SEA,13.0,97.3,7.48
David Njoku,TE,CLE,16.0,94.7,5.92
Eric Decker,WR,TEN,16.0,116.3,7.27
Blaine Gabbert,QB,ARI,5.0,59.64,11.93
Jeremy Maclin,WR,BAL,12.0,102.0,8.5
Devontae Booker,RB,DEN,13.0,91.4,7.03
Allen Hurns,WR,JAX,10.0,99.4,9.94
Chris Godwin,WR,TAM,16.0,92.5,5.78
Elijah McGuire,RB,NYJ,16.0,74.2,4.64
Jalen Richard,RB,OAK,16.0,86.1,5.38
Garrett Celek,TE,SFO,16.0,78.6,4.91
Kerwynn Williams,RB,ARI,16.0,67.9,4.24
Terrance Williams,WR,DAL,16.0,111.3,6.96
T.J. Yeldon,RB,JAX,10.0,87.7,8.77
Trey Burton,TE,PHI,15.0,77.8,5.19
Julius Thomas,TE,MIA,14.0,97.8,6.99
Cole Beasley,WR,DAL,15.0,91.4,6.09
Jesse James,TE,PIT,16.0,98.2,6.14
Cordarrelle Patterson,WR,OAK,16.0,86.0,5.38
Torrey Smith,WR,PHI,16.0,90.7,5.67
Dalvin Cook,RB,MIN,4.0,65.4,16.35
Roger Lewis,WR,NYG,15.0,89.6,5.97
Bennie Fowler,WR,DEN,16.0,82.0,5.12
Trent Taylor,WR,SFO,15.0,96.0,6.4
Austin Seferian-Jenkins,TE,NYJ,13.0,101.7,7.82
D'Onta Foreman,RB,HOU,10.0,57.0,5.7
Donte Moncrief,WR,IND,12.0,77.1,6.42
Tom Savage,QB,HOU,8.0,50.68,6.34
DeAndre Washington,RB,OAK,15.0,85.0,5.67
Brice Butler,WR,DAL,13.0,64.7,4.98
Brandon Coleman,WR,NOR,16.0,73.4,4.59
Ed Dickson,TE,CAR,16.0,79.7,4.98
Pierre Garcon,WR,SFO,8.0,90.0,11.25
Antonio Gates,TE,LAC,16.0,79.6,4.97
Drew Stanton,QB,ARI,5.0,50.46,10.09
Odell Beckham,WR,NYG,4.0,74.0,18.5
John Brown,WR,ARI,10.0,69.9,6.99
Taylor Gabriel,WR,ATL,16.0,81.7,5.11
Andre Ellington,RB,2TM,12.0,87.4,7.28
T.J. Jones,WR,DET,14.0,75.9,5.42
Seth Roberts,WR,OAK,15.0,90.5,6.03
Bruce Ellington,WR,HOU,11.0,75.7,6.88
Charcandrick West,RB,KAN,13.0,73.2,5.63
Jamaal Charles,RB,DEN,14.0,67.5,4.82
Josh Bellamy,WR,CHI,15.0,68.2,4.55
Seth Devalve,TE,CLE,16.0,76.5,4.78
Jermaine Gresham,TE,ARI,14.0,77.2,5.51
Zay Jones,WR,BUF,15.0,70.6,4.71
Corey Coleman,WR,CLE,9.0,65.5,7.28
Cody Latimer,WR,DEN,11.0,59.7,5.43
Coby Fleener,TE,NOR,11.0,63.5,5.77
Rashard Higgins,WR,CLE,15.0,68.6,4.57
Tavarres King,WR,NYG,8.0,60.3,7.54
Chris Moore,WR,BAL,13.0,59.9,4.61
Nick O'Leary,TE,BUF,15.0,64.2,4.28
Matt Moore,QB,MIA,4.0,41.34,10.34
Stephen Anderson,TE,HOU,15.0,65.2,4.35
Josh Gordon,WR,CLE,5.0,57.5,11.5
Justin Hardy,WR,ATL,16.0,60.1,3.76
Dontrelle Inman,WR,2TM,12.0,65.3,5.44
Shane Vereen,RB,NYG,16.0,83.7,5.23
Dede Westbrook,WR,JAX,7.0,66.9,9.56
Damien Williams,RB,MIA,11.0,59.6,5.42
Corey Grant,RB,JAX,16.0,41.9,2.62
Robert Kelley,RB,WAS,7.0,43.2,6.17
Luke Willson,TE,SEA,16.0,54.3,3.39
Alfred Blue,RB,HOU,11.0,44.6,4.05
Kenny Britt,WR,2TM,12.0,57.6,4.8
Aldrick Robinson,WR,SFO,16.0,57.0,3.56
Jacquizz Rodgers,RB,TAM,16.0,46.8,2.92
Ricky Seals-Jones,TE,ARI,10.0,50.1,5.01
Charles Sims,RB,TAM,16.0,73.4,4.59
Benny Cunningham,RB,CHI,14.0,56.9,4.06
Mike Davis,RB,SEA,6.0,52.1,8.68
Kyle Juszczyk,RB,SFO,14.0,69.6,4.97
Mike Tolbert,RB,BUF,12.0,50.5,4.21
Malcolm Brown,RB,LAR,11.0,44.9,4.08
Corey Davis,WR,TEN,11.0,69.5,6.32
Rhett Ellison,TE,NYG,16.0,59.5,3.72
Gerald Everett,TE,LAR,16.0,51.7,3.23
Darren Fells,TE,DET,16.0,52.7,3.29
Tyler Higbee,TE,LAR,16.0,60.5,3.78
Johnny Holton,WR,OAK,16.0,44.8,2.8
Ricardo Louis,WR,CLE,16.0,62.7,3.92
Zach Miller,TE,CHI,8.0,55.6,6.95
Tyler Boyd,WR,CIN,10.0,56.5,5.65
Chester Rogers,WR,IND,11.0,58.2,5.29
Michael Campanaro,WR,BAL,13.0,46.5,3.58
A.J. Derby,TE,2TM,11.0,55.4,5.04
Nick Foles,QB,PHI,7.0,33.78,4.83
Mike Glennon,QB,CHI,4.0,33.72,8.43
Kevin Hogan,QB,CLE,4.0,33.78,8.44
Wendell Smallwood,RB,PHI,8.0,46.7,5.84
T.J. Yates,QB,HOU,4.0,34.02,8.51
Chris Carson,RB,SEA,4.0,39.7,9.93
Jordan Reed,TE,WAS,6.0,60.1,10.02
Taywan Taylor,WR,TEN,16.0,49.4,3.09
Jakeem Grant,WR,MIA,16.0,44.5,2.78
Jordan Matthews,WR,BUF,10.0,57.2,5.72
Jarius Wright,WR,MIN,16.0,49.8,3.11
Adam Shaheen,TE,CHI,13.0,42.7,3.28
Tavon Austin,WR,LAR,16.0,42.7,2.67
Damiere Byrd,WR,CAR,8.0,33.7,4.21
Tion Green,RB,DET,5.0,31.9,6.38
Andre Holmes,WR,BUF,14.0,43.0,3.07
Terrelle Pryor,WR,WAS,9.0,50.0,5.56
Martellus Bennett,TE,2TM,9.0,58.6,6.51
Mack Hollins,WR,PHI,16.0,44.6,2.79
Demetrius Harris,TE,KAN,16.0,46.4,2.9
Elijhaa Penny,RB,ARI,16.0,32.2,2.01
Russell Shepard,WR,CAR,15.0,45.1,3.01
Jonnu Smith,TE,TEN,16.0,45.7,2.86
Kapri Bibbs,RB,WAS,3.0,40.7,13.57
Sam Bradford,QB,MIN,2.0,26.98,13.49
De'Anthony Thomas,WR,KAN,16.0,40.7,2.54
Kendrick Bourne,WR,SFO,11.0,41.7,3.79
Jeff Heuerman,TE,DEN,14.0,35.2,2.51
Lance Kendricks,TE,GNB,16.0,44.3,2.77
Terrance West,RB,BAL,5.0,28.1,5.62
Danny Woodhead,RB,BAL,8.0,58.6,7.32
Virgil Green,TE,DEN,16.0,39.1,2.44
Vance McDonald,TE,PIT,10.0,38.8,3.88
Greg Olsen,TE,CAR,7.0,42.1,6.01
Bryce Petty,QB,NYJ,4.0,25.26,6.32
Alex Erickson,WR,CIN,16.0,35.6,2.22
Ryan Griffin,TE,HOU,7.0,34.8,4.97
Jeremy Kerley,WR,NYJ,8.0,45.7,5.71
Dion Sims,TE,CHI,14.0,39.0,2.79
Geronimo Allison,WR,GNB,15.0,46.3,3.09
Tommy Bohanon,RB,JAX,16.0,28.8,1.8
Eddie Lacy,RB,SEA,9.0,28.6,3.18
Thomas Rawls,RB,SEA,12.0,32.1,2.68
Nick Boyle,TE,BAL,15.0,48.3,3.22
Travaris Cadet,RB,2TM,9.0,37.5,4.17
Jaydon Mickens,WR,JAX,10.0,21.7,2.17
Braxton Miller,WR,HOU,11.0,41.3,3.75
Richard Rodgers,TE,GNB,15.0,34.0,2.27
James O'Shaughnessy,TE,JAX,16.0,34.9,2.18
Demarcus Robinson,WR,KAN,16.0,42.2,2.64
Phillip Dorsett,WR,NWE,15.0,32.1,2.14
Laquon Treadwell,WR,MIN,16.0,40.0,2.5
Brent Celek,TE,PHI,16.0,32.0,2.0
David Fales,QB,MIA,2.0,19.4,9.7
Troy Niklas,TE,ARI,15.0,30.2,2.01
Eli Rogers,WR,PIT,14.0,36.9,2.64
Chris Conley,WR,KAN,5.0,28.5,5.7
Louis Murphy,WR,SFO,7.0,26.1,3.73
Curtis Samuel,WR,CAR,9.0,32.9,3.66
Levine Toilolo,TE,ATL,15.0,30.2,2.01
Eric Tomlinson,TE,NYJ,14.0,26.1,1.86
Nick Vannett,TE,SEA,15.0,30.4,2.03
Kenjon Barner,RB,PHI,13.0,22.3,1.72
Anthony Fasano,TE,MIA,16.0,28.7,1.79
Tommylee Lewis,WR,NOR,15.0,27.0,1.8
Stevan Ridley,RB,PIT,2.0,16.8,8.4
Robert Turbin,RB,IND,6.0,25.9,4.32
Cameron Artis-Payne,RB,CAR,13.0,16.7,1.28
Chris Johnson,RB,ARI,4.0,20.7,5.18
David Morgan,TE,MIN,15.0,25.5,1.7
Josh Reynolds,WR,LAR,16.0,27.4,1.71
Dwayne Allen,TE,NWE,16.0,24.6,1.54
Kaelin Clay,WR,2TM,13.0,15.2,1.17
D.J. Foster,RB,ARI,7.0,32.2,4.6
James Hanna,TE,DAL,16.0,18.8,1.18
Paxton Lynch,QB,DEN,2.0,14.8,7.4
Brandon Marshall,WR,NYG,5.0,33.4,6.68
Anthony Sherman,RB,KAN,16.0,20.7,1.29
C.J. Uzomah,TE,CIN,14.0,25.2,1.8
James Conner,RB,PIT,14.0,14.4,1.03
C.J. Ham,RB,MIN,16.0,21.1,1.32
Darrius Heyward-Bey,WR,PIT,16.0,15.9,0.99
Josh Hill,TE,NOR,16.0,29.7,1.86
EJ Manuel,QB,OAK,2.0,14.1,7.05
Tre McBride,WR,CHI,8.0,22.4,2.8
Jamize Olawale,RB,OAK,12.0,19.6,1.63
Paul Perkins,RB,NYG,11.0,21.6,1.96
Brandon Tate,WR,BUF,13.0,20.1,1.55
Jordan Taylor,WR,DEN,10.0,27.2,2.72
Kamar Aiken,WR,IND,15.0,28.3,1.89
Brenton Bersin,WR,CAR,8.0,20.8,2.6
Daniel Brown,TE,CHI,14.0,25.9,1.85
Pharoh Cooper,WR,LAR,16.0,18.0,1.12
C.J. Fiedorowicz,TE,HOU,5.0,26.7,5.34
Jeremy Hill,RB,CIN,7.0,17.2,2.46
Josh Malone,WR,CIN,11.0,18.5,1.68
Roosevelt Nix,RB,PIT,16.0,14.6,0.91
Logan Thomas,TE,BUF,12.0,19.7,1.64
Fozzy Whittaker,RB,CAR,12.0,17.5,1.46
Maxx Williams,TE,BAL,11.0,28.2,2.56
Marvin Hall,WR,ATL,8.0,14.0,1.75
Maurice Harris,WR,WAS,6.0,16.2,2.7
Terron Ward,RB,ATL,14.0,15.3,1.09
Brandon Williams,TE,IND,14.0,25.1,1.79
Lance Dunbar,RB,LAR,4.0,12.2,3.05
Trey Edmunds,RB,NOR,16.0,10.8,0.68
De'Angelo Henderson,RB,DEN,5.0,12.9,2.58
Michael Hoomanawanui,TE,NOR,14.0,17.2,1.23
Andy Janovich,RB,DEN,16.0,14.7,0.92
Branden Oliver,RB,LAC,8.0,16.9,2.11
C.J. Prosise,RB,SEA,5.0,17.0,3.4
Hunter Sharp,WR,2TM,3.0,16.4,5.47
Darren Sproles,RB,PHI,3.0,18.4,6.13
ArDarius Stewart,WR,NYJ,15.0,16.9,1.13
Zach Line,RB,NOR,12.0,11.6,0.97
Patrick Mahomes,QB,KAN,1.0,10.36,10.36
Ryan Mallett,QB,BAL,2.0,9.94,4.97
Freddie Martino,WR,TAM,8.0,14.6,1.83
Niles Paul,TE,WAS,14.0,22.8,1.63
Nathan Peterman,QB,BUF,4.0,10.38,2.6
Travis Rudolph,WR,NYG,7.0,18.1,2.59
Geno Smith,QB,NYG,2.0,9.68,4.84
Jaelen Strong,WR,2TM,2.0,12.8,6.4
Phillip Supernaw,TE,TEN,16.0,13.9,0.87
Austin Traylor,TE,DEN,7.0,18.0,2.57
Mike Williams,WR,LAC,10.0,20.5,2.05
Jerell Adams,TE,NYG,16.0,17.2,1.08
Xavier Grimble,TE,PIT,15.0,14.2,0.95
Chad Hansen,WR,NYJ,15.0,18.4,1.23
Landry Jones,QB,PIT,3.0,8.56,2.85
Luke Stocker,TE,2TM,12.0,13.0,1.08
Ryan Switzer,WR,DAL,16.0,8.6,0.54
Mike Thomas,WR,LAR,8.0,14.3,1.79
Bobo Wilson,WR,TAM,3.0,9.6,3.2
Zach Zenner,RB,DET,8.0,8.6,1.08
Trevor Davis,WR,GNB,16.0,13.3,0.83
Michael Floyd,WR,MIN,11.0,17.8,1.62
Justin Hunter,WR,PIT,7.0,12.3,1.76
Breshad Perriman,WR,BAL,11.0,17.7,1.61
Brian Quick,WR,WAS,11.0,13.6,1.24
Bobby Rainey,RB,BAL,4.0,7.0,1.75
Lee Smith,TE,OAK,16.0,15.6,0.98
Neal Sterling,TE,NYJ,11.0,14.2,1.29
Nate Sudfeld,QB,PHI,1.0,7.56,7.56
Chris Thompson,WR,HOU,13.0,13.4,1.03
Ross Travis,TE,2TM,15.0,14.6,0.97
Clive Walford,TE,OAK,13.0,17.0,1.31
Kasen Williams,WR,CLE,7.0,17.4,2.49
Brandon Bolden,RB,NWE,16.0,8.4,0.52
Derek Carrier,TE,LAR,14.0,15.1,1.08
Leonte Carroo,WR,MIA,14.0,13.9,0.99
Sammie Coates,WR,CLE,12.0,13.0,1.08
Amara Darboh,WR,SEA,16.0,15.1,0.94
Brittan Golden,WR,ARI,13.0,12.0,0.92
Brian Hill,RB,2TM,7.0,9.3,1.33
David Johnson,RB,ARI,1.0,13.0,13.0
Tre Madden,RB,SEA,8.0,8.5,1.06
Byron Marshall,RB,WAS,4.0,12.8,3.2
Tanner McEvoy,WR,SEA,15.0,12.3,0.82
Willie Snead,WR,NOR,11.0,15.2,1.38
Jeremy Sprinkle,TE,WAS,11.0,9.3,0.85
Bryce Treggs,WR,CLE,6.0,11.5,1.92
Alan Cross,TE,TAM,8.0,10.8,1.35
Jalston Fowler,RB,TEN,10.0,6.4,0.64
Ben Koyack,TE,JAX,16.0,8.8,0.55
Vince Mayle,TE,BAL,16.0,6.2,0.39
Dwayne Washington,RB,DET,5.0,7.8,1.56
Derek Watt,RB,LAC,16.0,7.9,0.49
Chad Williams,WR,ARI,6.0,9.4,1.57
Orson Charles,TE,KAN,5.0,7.3,1.46
Tyler Eifert,TE,CIN,2.0,8.6,4.3
Tyler Ervin,RB,HOU,4.0,13.0,3.25
Jacob Hollister,TE,NWE,15.0,8.7,0.58
Akeem Hunt,RB,KAN,15.0,9.4,0.63
Sean Mannion,QB,LAR,5.0,5.2,1.04
Sean McGrath,TE,LAC,15.0,8.6,0.57
Ifeanyi Momah,TE,ARI,9.0,5.6,0.62
Marcus Murphy,RB,BUF,1.0,6.8,6.8
Aaron Ripkowski,RB,GNB,16.0,12.2,0.76
Michael Roberts,TE,DET,15.0,8.6,0.57
Joe Webb,QB,BUF,16.0,4.8,0.3
Markus Wheaton,WR,CHI,11.0,8.1,0.74
Jared Abbrederis,WR,DET,7.0,7.4,1.06
Blake Bell,TE,MIN,13.0,4.9,0.38
Quan Bray,WR,IND,9.0,6.9,0.77
Mack Brown,RB,2TM,4.0,5.0,1.25
Michael Clark,WR,GNB,2.0,8.1,4.05
Matthew Dayes,RB,CLE,16.0,8.2,0.51
James Develin,RB,NWE,16.0,9.8,0.61
Tanner Gentry,WR,CHI,4.0,6.5,1.62
Bernard Reedy,WR,2TM,11.0,5.8,0.53
Randall Telfer,TE,CLE,16.0,6.6,0.41
Lawrence Thomas,RB,NYJ,14.0,10.4,0.74
Will Tye,TE,NYJ,3.0,7.8,2.6
Antony Auclair,TE,TAM,8.0,4.5,0.56
Noah Brown,WR,DAL,13.0,7.3,0.56
Emanuel Byrd,TE,GNB,1.0,5.1,5.1
Derrick Coleman,RB,ATL,16.0,4.8,0.3
Darrell Daniels,TE,IND,12.0,5.6,0.47
Patrick DiMarco,RB,BUF,16.0,9.6,0.6
Marcus Johnson,WR,PHI,10.0,7.5,0.75
Cody Kessler,QB,CLE,3.0,2.94,0.98
Jordan Leslie,WR,CLE,2.0,3.6,1.8
Chris Matthews,WR,BAL,6.0,5.5,0.92
A.J. McCarron,QB,CIN,3.0,2.64,0.88
Jojo Natson,WR,NYJ,7.0,5.3,0.76
Senorise Perry,RB,MIA,16.0,4.3,0.27
Jay Prosch,RB,HOU,16.0,7.1,0.44
De'Veon Smith,RB,MIA,5.0,5.7,1.14
Keith Smith,RB,DAL,16.0,7.6,0.48
Geoff Swaim,TE,DAL,15.0,4.5,0.3
Fitzgerald Toussaint,RB,PIT,6.0,5.4,0.9
Andre Williams,RB,LAC,8.0,2.5,0.31
Nick Williams,WR,ATL,1.0,6.0,6.0
Michael Burton,RB,CHI,16.0,3.7,0.23
Matt Cassel,QB,TEN,2.0,2.48,1.24
Jehu Chesson,WR,KAN,12.0,3.8,0.32
Josh Ferguson,RB,IND,10.0,5.1,0.51
David Fluellen,RB,TEN,16.0,2.1,0.13
MarQueis Gray,TE,MIA,16.0,3.4,0.21
Ryan Hewitt,RB,CIN,13.0,4.2,0.32
Cole Hikutini,TE,SFO,4.0,3.5,0.88
Chris Manhertz,TE,CAR,16.0,3.7,0.23
Allen Robinson,WR,JAX,1.0,2.7,2.7
Danny Vitale,RB,CLE,15.0,4.9,0.33
Griff Whalen,WR,BAL,2.0,6.3,3.15
DeAndrew White,WR,HOU,2.0,3.4,1.7
Arrelious Benn,WR,JAX,9.0,2.2,0.24
LeShun Daniels,RB,WAS,4.0,1.4,0.35
Harry Douglas,WR,TEN,2.0,1.8,0.9
Shelton Gibson,WR,PHI,5.0,3.1,0.62
Cobi Hamilton,WR,HOU,3.0,1.8,0.6
Taylor Heinicke,QB,HOU,1.0,0.6,0.6
Jeff Janis,WR,GNB,16.0,3.2,0.2
Matt Jones,RB,IND,5.0,1.4,0.28
Taiwan Jones,RB,BUF,8.0,2.1,0.26
